line_id	speech_text	translation_status	voice_role	source_speaker	chapter	scene	order	display_text
fin_098	消えるって……そんな……！	draft	成田基生	基生	final	S04	1543	消失……怎么会这样……！
fin_103	そ……そんなの……！	draft	成田基生	基生	final	S04	1548	怎……怎么会这样啊……！
fin_104	ILY、こんなに苦しそうで……しかも、こんな姿になって……！	draft	成田基生	基生	final	S04	1549	ILY，你看起来这么痛苦……而且还变成这种样子……！
fin_105	もしILYが僕を食べれば……それで、この苦しみから解放されるのか！？	draft	成田基生	基生	final	S04	1550	要是 ILY 你把我吃掉的话……这样是不是就可以从这种痛苦中，脱离出来了！？
fin_106	ILYのためなら、僕はどうなってもいい……！ でも、ILYがこの世界から消えるなんて、耐えられない……	draft	成田基生	基生	final	S04	1551	要是为了 ILY 的话，我怎样都好……！但我不能忍受 ILY 从这个世界上消失……
fin_120	ILY……	draft	成田基生	基生	final	S04	1565	ILY……
fin_125	うっ、ううっ……	draft	成田基生	基生	final	S04	1570	呜呜、呜呜、
fin_126	うん、	draft	成田基生	基生	final	S04	1571	嗯、
fin_127	言って、ILY。	draft	成田基生	基生	final	S04	1572	说吧，ILY。
fin_135	ILY……ILY……！	draft	成田基生	基生	final	S04	1580	ILY……ILY……！
fin_136	『うっ……うう……』	draft	成田基生	基生	final	S04	1581	“呜呜……呜……”
fin_137	僕も……僕も、ずっと……！	draft	成田基生	基生	final	S04	1582	我也是……我也永远都……！
fin_139	ずっと……君のことが好きだ。	draft	成田基生	基生	final	S04	1584	永远都……喜欢着你啊。
fin_140	ILY……	draft	成田基生	基生	final	S04	1585	ILY……
fin_158	んー？ んー。	draft	成田基生	基生	final	S07	1593	嗯——？嗯——。
